# 1366 inputs. Regenerate with: go test -run TestCorpusGolden -corpus-update
# input	result	instant (UTC)	offset	format	ambiguous	kind
"19710319T005544"	ok	1971-03-19T00:55:44.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"19710414T084508"	ok	1971-04-14T08:45:08.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1972-01-08T02:47:59.022565479-06:08"	ok	1972-01-08T08:55:59.022565479Z	-06:08	ISO8601_FRAC	ambiguous=false	kind=absolute
"1972-10-07T13:47:55.968841891-12:02"	ok	1972-10-08T01:49:55.968841891Z	-12:02	ISO8601_FRAC	ambiguous=false	kind=absolute
"19720324"	ok	1972-03-24T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"1973-01-04 02:56:15,221"	ok	1973-01-04T02:56:15.221000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1973-02"	ok	1973-02-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1973-05-13T04:27:34Z"	ok	1973-05-13T04:27:34.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1973-10"	ok	1973-10-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1973-W47-7"	ok	1973-11-25T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"19730217T032033"	ok	1973-02-17T03:20:33.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"19730710T140436Z"	ok	1973-07-10T14:04:36.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"19730712"	ok	1973-07-12T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19731213T064941"	ok	1973-12-13T06:49:41.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1974-05-14 04:19:34 UTC"	ok	1974-05-14T04:19:34.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1974-W28-1"	ok	1974-07-08T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1974-W51-5"	ok	1974-12-20T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1974:04:25"	ok	1974-04-25T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1975-05-08 08:48:31.938"	ok	1975-05-08T08:48:31.938000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1975-06-07 07:28:33,948"	ok	1975-06-07T07:28:33.948000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1975-11-15T16:36:28Z"	ok	1975-11-15T16:36:28.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1976-01-25T14:17:21Z"	ok	1976-01-25T14:17:21.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1976-07"	ok	1976-07-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1976-207"	ok	1976-07-25T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"19761213T235217Z"	ok	1976-12-13T23:52:17.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1977-06-14T00:22:09.940751944+01:42"	ok	1977-06-13T22:40:09.940751944Z	+01:42	ISO8601_FRAC	ambiguous=false	kind=absolute
"1977-08"	ok	1977-08-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1977-09-21 08:35:24 UTC"	ok	1977-09-21T08:35:24.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1977-11"	ok	1977-11-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"19770401"	ok	1977-04-01T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19770412T104041"	ok	1977-04-12T10:40:41.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1977:02:09 20:14:49"	ok	1977-02-09T20:14:49.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1978-12-18 03:42:39 AM"	ok	1978-12-18T03:42:39.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1978-W06"	ok	1978-02-06T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1978:10:04"	ok	1978-10-04T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1979-07"	ok	1979-07-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"1979-09-20 14:10:21 UTC"	ok	1979-09-20T14:10:21.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1979-W32-1"	ok	1979-08-06T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1980-10"	ok	1980-10-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"19800601T173533"	ok	1980-06-01T17:35:33.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1980:01:29 08:26:59"	ok	1980-01-29T08:26:59.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1980:04:04 07:54:01"	ok	1980-04-04T07:54:01.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"1980:04:16"	ok	1980-04-16T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"1981-03-10T17:06:04Z"	ok	1981-03-10T17:06:04.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1981-W44"	ok	1981-10-26T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1982-01-20 23:03:01,603"	ok	1982-01-20T23:03:01.603000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"19820329"	ok	1982-03-29T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19820601"	ok	1982-06-01T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"19820612T091215"	ok	1982-06-12T09:12:15.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1984-03-06T18:31:16Z"	ok	1984-03-06T18:31:16.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"1984-08-18T09:11:01+10:09"	ok	1984-08-17T23:02:01.000000000Z	+10:09	RFC3339	ambiguous=false	kind=absolute
"1984-10-24"	ok	1984-10-24T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"19840115T034154"	ok	1984-01-15T03:41:54.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1985-W47-4"	ok	1985-11-21T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"1986-11-01 11:16:21.957"	ok	1986-11-01T11:16:21.957000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"1986-220"	ok	1986-08-08T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1986-292"	ok	1986-10-19T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1987-05-30T21:26:39"	ok	1987-05-30T21:26:39.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1987-12-01T09:54:02.351153752+19:55"	ok	1987-11-30T13:59:02.351153752Z	+19:55	ISO8601_FRAC	ambiguous=false	kind=absolute
"19870826"	ok	1987-08-26T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"1988-06-07 05:44:19,038"	ok	1988-06-07T05:44:19.038000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1988-W08-4"	ok	1988-02-25T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"19880125T235150"	ok	1988-01-25T23:51:50.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"19880318T042018Z"	ok	1988-03-18T04:20:18.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"1989-314"	ok	1989-11-10T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1989-W26"	ok	1989-06-26T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1990-05-09 03:26:02"	ok	1990-05-09T03:26:02.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1990-11-22 12:38:42 AM"	ok	1990-11-22T00:38:42.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"1991-06-14T10:30:58.303496826+23:56"	ok	1991-06-13T10:34:58.303496826Z	+23:56	ISO8601_FRAC	ambiguous=false	kind=absolute
"1991-11-04T14:20:24+16:02"	ok	1991-11-03T22:18:24.000000000Z	+16:02	RFC3339	ambiguous=false	kind=absolute
"19910829T224318"	ok	1991-08-29T22:43:18.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1992-W33"	ok	1992-08-10T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"19920807T171141Z"	ok	1992-08-07T17:11:41.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"19920828"	ok	1992-08-28T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"1993-05-17 21:12:29 UTC"	ok	1993-05-17T21:12:29.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"1993-08-21 01:27:48,329"	ok	1993-08-21T01:27:48.329000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"1993-09-20"	ok	1993-09-20T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"1993-11-12 12:36:47"	ok	1993-11-12T12:36:47.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1993-W02"	ok	1993-01-11T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1994-01-27 10:50:59"	ok	1994-01-27T10:50:59.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1994-02-19T15:21:00-10:49"	ok	1994-02-20T02:10:00.000000000Z	-10:49	RFC3339	ambiguous=false	kind=absolute
"1994-W48"	ok	1994-11-28T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"19940110T215427"	ok	1994-01-10T21:54:27.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"1996-05-24 21:08:02"	ok	1996-05-24T21:08:02.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1996-12-19T01:56:33"	ok	1996-12-19T01:56:33.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1997-07-09 22:33:11"	ok	1997-07-09T22:33:11.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"1997-07-17T03:06:03"	ok	1997-07-17T03:06:03.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"1997-W26"	ok	1997-06-23T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"1998-03-06T15:06:40.802952181-01:50"	ok	1998-03-06T16:56:40.802952181Z	-01:50	ISO8601_FRAC	ambiguous=false	kind=absolute
"1998-12-25T23:35:24+17:33"	ok	1998-12-25T06:02:24.000000000Z	+17:33	RFC3339	ambiguous=false	kind=absolute
"1998-218"	ok	1998-08-06T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"1999-07-05T01:46:49-07:04"	ok	1999-07-05T08:50:49.000000000Z	-07:04	RFC3339	ambiguous=false	kind=absolute
"19990626"	ok	1999-06-26T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"1999:01:19"	ok	1999-01-19T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"19:38:42"	ok	2024-01-01T19:38:42.000000000Z	+00:00	TIME_HMS	ambiguous=false	kind=absolute
"1MAY"	ok	2024-05-01T00:00:00.000000000Z	+00:00	DAY_MONTH	ambiguous=false	kind=absolute
"1MAr"	ok	2024-03-01T00:00:00.000000000Z	+00:00	DAY_MONTH	ambiguous=false	kind=absolute
"2 February 2003"	ok	2003-02-02T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"2 November 1975"	ok	1975-11-02T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"20 April 2111"	ok	2111-04-20T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"20 February 2106"	ok	2106-02-20T00:00:00.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"20-1-00"	ok	2000-01-20T00:00:00.000000000Z	+00:00	NUMERIC_MDY	ambiguous=false	kind=absolute
"20.03.2002"	ok	2002-03-20T00:00:00.000000000Z	+00:00	NUMERIC_DMY	ambiguous=false	kind=absolute
"20/Aug/2075:00:31:54 +0000"	ok	2075-08-20T00:31:54.000000000Z	+00:00	DAY_MONTH_YEAR	ambiguous=false	kind=absolute
"2000-02-29"	ok	2000-02-29T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2000-09"	ok	2000-09-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"20000507T231110"	ok	2000-05-07T23:11:10.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"20001115T114411"	ok	2000-11-15T11:44:11.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2001-05-07 06:14:31 AM"	ok	2001-05-07T06:14:31.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2001-05-15 06:21:21 AM"	ok	2001-05-15T06:21:21.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2001-06-09T08:58:22.915649051+13:43"	ok	2001-06-08T19:15:22.915649051Z	+13:43	ISO8601_FRAC	ambiguous=false	kind=absolute
"20010514"	ok	2001-05-14T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"20011204T091221Z"	ok	2001-12-04T09:12:21.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2002-03-03T01:51:38Z"	ok	2002-03-03T01:51:38.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2002-03-21 05:30:55 PM"	ok	2002-03-21T17:30:55.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2002-06-26T17:50:36-01:37"	ok	2002-06-26T19:27:36.000000000Z	-01:37	RFC3339	ambiguous=false	kind=absolute
"2002-W04-7"	ok	2002-01-27T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2003-02"	ok	2003-02-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2003-03-10 04:31:37 UTC"	ok	2003-03-10T04:31:37.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2003-04-24"	ok	2003-04-24T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2003-05-12T15:54:52.721832931-09:42"	ok	2003-05-13T01:36:52.721832931Z	-09:42	ISO8601_FRAC	ambiguous=false	kind=absolute
"2003-09-18T11:40:25.805445594+07:24"	ok	2003-09-18T04:16:25.805445594Z	+07:24	ISO8601_FRAC	ambiguous=false	kind=absolute
"2003-W25-6"	ok	2003-06-21T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"20031004T132837Z"	ok	2003-10-04T13:28:37.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2003:02:12"	ok	2003-02-12T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2004-01-06T09:11:24.764589366+11:24"	ok	2004-01-05T21:47:24.764589366Z	+11:24	ISO8601_FRAC	ambiguous=false	kind=absolute
"2004-07-16 05:15:25 PM"	ok	2004-07-16T17:15:25.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2004-07-31"	ok	2004-07-31T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2004-09-23 14:54:26,884"	ok	2004-09-23T14:54:26.884000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"20041017T182625Z"	ok	2004-10-17T18:26:25.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2005-08-11T16:07:53.51070327+07:33"	ok	2005-08-11T08:34:53.510703270Z	+07:33	ISO8601_FRAC	ambiguous=false	kind=absolute
"2005:01:07"	ok	2005-01-07T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2005:02:17"	ok	2005-02-17T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2006-03-06T05:48:28-08:12"	ok	2006-03-06T14:00:28.000000000Z	-08:12	RFC3339	ambiguous=false	kind=absolute
"2006-04-30T23:42:21"	ok	2006-04-30T23:42:21.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2006-W34"	ok	2006-08-21T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2006:05:27"	ok	2006-05-27T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2007:08:20 03:16:06"	ok	2007-08-20T03:16:06.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2008-02-04 01:28:35 UTC"	ok	2008-02-04T01:28:35.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2008-03-10T17:04:05Z"	ok	2008-03-10T17:04:05.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2008:04:05"	ok	2008-04-05T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2008:11:27"	ok	2008-11-27T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2009-01-22 02:06:16.738"	ok	2009-01-22T02:06:16.738000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2009-04-07T17:22:08-07:41"	ok	2009-04-08T01:03:08.000000000Z	-07:41	RFC3339	ambiguous=false	kind=absolute
"2009-06-17T18:30:03"	ok	2009-06-17T18:30:03.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2009-358"	ok	2009-12-24T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"20090129"	ok	2009-01-29T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2010-12-01 14:52:55"	ok	2010-12-01T14:52:55.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2010-W07-4"	ok	2010-02-18T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2011-01-05 10:19:19"	ok	2011-01-05T10:19:19.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2011-065"	ok	2011-03-06T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2011-08-13"	ok	2011-08-13T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2011-11-04 06:53:01 UTC"	ok	2011-11-04T06:53:01.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2011:04:30 00:35:25"	ok	2011-04-30T00:35:25.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2011:08:21 11:31:15"	ok	2011-08-21T11:31:15.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2012-02-02T06:55:24.438521807+04:18"	ok	2012-02-02T02:37:24.438521807Z	+04:18	ISO8601_FRAC	ambiguous=false	kind=absolute
"2012-05-29T07:48:22Z"	ok	2012-05-29T07:48:22.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2012-06-03 17:23:21.478"	ok	2012-06-03T17:23:21.478000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2012-07-25T03:41:55.675841582-05:57"	ok	2012-07-25T09:38:55.675841582Z	-05:57	ISO8601_FRAC	ambiguous=false	kind=absolute
"2012-11-22 01:16:58"	ok	2012-11-22T01:16:58.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2013-03-05T16:03:39"	ok	2013-03-05T16:03:39.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2013-12-18 01:25:45.307"	ok	2013-12-18T01:25:45.307000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2013:05:06"	ok	2013-05-06T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2013:10:03"	ok	2013-10-03T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2014-07-13 12:52:08 UTC"	ok	2014-07-13T12:52:08.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2014-W38"	ok	2014-09-15T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2015-07-29"	ok	2015-07-29T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2015-08-22 11:09:14 PM"	ok	2015-08-22T23:09:14.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2015-09-20 14:16:02.968"	ok	2015-09-20T14:16:02.968000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2015-W23"	ok	2015-06-01T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"20150827T213605Z"	ok	2015-08-27T21:36:05.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2016-03-12"	ok	2016-03-12T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2016-03-25 11:40:08 UTC"	ok	2016-03-25T11:40:08.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2016-08-11T06:11:02Z"	ok	2016-08-11T06:11:02.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"20160913"	ok	2016-09-13T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2017-02-15 02:11:39.727"	ok	2017-02-15T02:11:39.727000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2017-12-22T07:35:51+17:49"	ok	2017-12-21T13:46:51.000000000Z	+17:49	RFC3339	ambiguous=false	kind=absolute
"20170714T003820Z"	ok	2017-07-14T00:38:20.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2018-03-03 15:20:51.087"	ok	2018-03-03T15:20:51.087000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2018-04-23 17:58:03"	ok	2018-04-23T17:58:03.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2018-08-28 18:42:43 UTC"	ok	2018-08-28T18:42:43.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2018-11-16T17:48:58.912229778-13:39"	ok	2018-11-17T07:27:58.912229778Z	-13:39	ISO8601_FRAC	ambiguous=false	kind=absolute
"2018-11-18 04:53:04.359"	ok	2018-11-18T04:53:04.359000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2019-11-06T21:35:22+11:30"	ok	2019-11-06T10:05:22.000000000Z	+11:30	RFC3339	ambiguous=false	kind=absolute
"20190629T002320Z"	ok	2019-06-29T00:23:20.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2020-05-31 08:39:19"	ok	2020-05-31T08:39:19.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2020-136"	ok	2020-05-15T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"20201205T200344"	ok	2020-12-05T20:03:44.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2021-10-02 09:30:38 UTC"	ok	2021-10-02T09:30:38.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"20210813T222630"	ok	2021-08-13T22:26:30.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2022-02-13T11:20:06.716336739+00:28"	ok	2022-02-13T10:52:06.716336739Z	+00:28	ISO8601_FRAC	ambiguous=false	kind=absolute
"2022-03-04"	ok	2022-03-04T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2022-11-11"	ok	2022-11-11T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2022-12-08 10:40:04.182"	ok	2022-12-08T10:40:04.182000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2022-W08-1"	ok	2022-02-21T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2022-W50"	ok	2022-12-12T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2023-02-28"	ok	2023-02-28T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2023-04-30 23:19:06,319"	ok	2023-04-30T23:19:06.319000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2023-06-10 01:24:06.401"	ok	2023-06-10T01:24:06.401000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2023-07-14T14:15:26+16:42"	ok	2023-07-13T21:33:26.000000000Z	+16:42	RFC3339	ambiguous=false	kind=absolute
"2023-12"	ok	2023-12-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2024-02-28T23:59:59Z"	ok	2024-02-28T23:59:59.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2024-02-29"	ok	2024-02-29T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2024-03-01T00:00:00Z"	ok	2024-03-01T00:00:00.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2024-03-15"	ok	2024-03-15T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2024-03-15 10:30:00"	ok	2024-03-15T10:30:00.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
